ID,Item Details,Parent Group,PRICE,Qty.
5696,86857 32 40,GIRLS (CARGO) PANT,450,0
5697,86858 36 40,GIRLS (CARGO) PANT,485,0
5698,86859 32 40,GIRLS(R.F.D)PANT,465,0
5699,86860 32 40,GIRLS (CARGO) STRAIT,490,0
5700,86861 32 40,GIRLS (STRAIT) R.F.D,495,5
5701,86862 32 40,GIRLS (STRAIT) PANT,360,0
5702,86863 36 40,GIRLS (STRAIT) PANT,470,-5
5703,86864 32 40,GIRLS (CARGO) STRAIT,370,24
5704,86865 32 40,GIRLS (CARGO) STRAIT,395,20
5705,86866 36 40,GIRLS (CARGO) STRAIT,430,0
5706,86867 32 40,GIRLS (STRAIT) PANT,385,15
5707,86868 32 40,GIRLS (STRAIT) PANT,410,0
5708,86869 32 40,GIRLS (STRAIT) PANT,355,0
5709,86870 32 40,GIRLS (STRAIT) PANT,0,0
5710,86871 36 40,GIRLS (STRAIT) PANT,470,0
5711,86872 32 40,GIRLS (STRAIT) PANT,485,0
5712,86873 32 40,GIRLS (STRAIT) PANT,480,0
5713,86874 32 40,GIRLS (CARGO) STRAIT,540,0
5714,86875 32 40,GIRLS (CARGO) STRAIT,520,0
5715,86876 36 40,GIRLS (STRAIT) R.F.D,520,0
5716,86877 32 40,GIRLS (STRAIT) PANT,410,0
5717,86878 32 40,GIRLS (STRAIT) PANT,355,0
5718,86879 32 40,GIRLS (STRAIT) PANT,495,0
5719,86880 32 40,GIRLS (STRAIT) PANT,365,0
5720,86881 32 40,GIRLS (CARGO) STRAIT,550,0
5721,86882 32 40,GIRLS (CARGO) STRAIT,545,0
5722,86883 36 40,GIRLS (CARGO) STRAIT,555,0
5723,86884 32 40,GIRLS(BLACK)PANT,495,0
5724,86885 32 40,GIRLS(BLACK)PANT,510,0
5725,86886 32 40,GIRLS (STRAIT) PANT,445,10
5726,86887 32 40,GIRLS (STRAIT) PANT,505,0
5727,86888 32 40,GIRLS (STRAIT) PANT,320,-6
5728,86889 32 40,GIRLS (STRAIT) PANT,320,361
5729,86890 32 40,GIRLS (STRAIT) PANT,390,0
5730,86891 32 40,GIRLS (STRAIT) PANT,510,0
5731,86892 32 40,GIRLS (STRAIT) R.F.D,530,0
5732,86893 32 40,GIRLS (STRAIT) PANT,520,0
5733,86894 32 40,GIRLS (STRAIT) PANT,435,0
5734,86895 32 40,GIRLS (STRAIT) PANT,445,0
5735,86896 32 40,GIRLS (STRAIT) PANT,475,0
5736,86897 36 40,GIRLS (STRAIT) PANT,440,0
5737,86898 32 40,GIRLS (STRAIT) PANT,455,0
5738,86899 32 40,GIRLS (STRAIT) PANT,395,0
5739,86900 32 40,GIRLS (STRAIT) PANT,545,0
5740,86901 36 40,GIRLS (STRAIT) PANT,505,0
5741,86902 32 40,GIRLS (STRAIT) PANT,530,0
5742,86903 36 40,GIRLS (STRAIT) R.F.D,540,7
5743,86904 32 40,GIRLS (CARGO) STRAIT,540,0
5744,86905 32 40,GIRLS (STRAIT) PANT,495,-1
5745,86906 32 40,GIRLS (STRAIT) PANT,480,0
5746,86907 32 40,GIRLS (CARGO) STRAIT,415,0
5747,86908 32 40,GIRLS (STRAIT) PANT,415,5
5748,86909 32 40,GIRLS (STRAIT) R.F.D,580,0
5749,86910 32 40,GIRLS (STRAIT) PANT,510,0
5750,86911 32 40,GIRLS (CARGO) STRAIT,540,0
5751,86912 32 40,GIRLS(BLACK)PANT,460,0
5752,86913 32 40,GIRLS(BLACK)PANT,435,0
5753,86914 36 40,GIRLS (STRAIT) R.F.D,505,0
5754,86915 36 40,GIRLS(BLACK)PANT,450,-5
5755,86916 32 40,GIRLS (STRAIT) PANT,375,0
5756,86917 32 40,GIRLS (CARGO) STRAIT,460,5
5757,86918 36 40,GIRLS (CARGO) STRAIT,460,0
5758,86919 32 40,GIRLS (STRAIT) PANT,390,0
5759,86920 32 40,GIRLS (STRAIT) PANT,445,6
5760,86921 32 40,GIRLS (STRAIT) PANT,445,0
5761,86922 32 40,GIRLS (STRAIT) PANT,355,-5
5762,86923 32 40,GIRLS (STRAIT) PANT,530,0
5763,86924 32 40,GIRLS (WHITE)PANT,495,0
5764,86925 32 40,GIRLS (CARGO) STRAIT,455,0
5765,86926 32 40,GIRLS (CARGO) STRAIT,440,0
5766,86927 32 40,GIRLS (CARGO) STRAIT,430,0
5767,86928 32 40,GIRLS (CARGO) STRAIT,440,0
5768,86929 32 40,GIRLS (CARGO) STRAIT,525,0
5769,86930 32 40,GIRLS (CARGO) STRAIT,565,-1
5770,86931 32 40,GIRLS (CARGO) STRAIT,595,5
5771,86932 32 40,GIRLS(BLACK)PANT,530,0
5772,86933 32 40,GIRLS(BLACK)PANT,495,0
5773,86934 32 40,GIRLS (CARGO) STRAIT,580,0
5774,86935 32 40,GIRLS (STRAIT) R.F.D,535,0
5775,86936 32 40,GIRLS (STRAIT) PANT,450,0
5776,86937 32 40,GIRLS (STRAIT) PANT,435,0
5777,86938 32 40,GIRLS (STRAIT) PANT,435,0
5778,86939 32 40,GIRLS(BLACK)PANT,450,0
5779,86940 32 40,GIRLS (STRAIT) R.F.D,480,3
5780,86941 36 40,GIRLS (STRAIT) PANT,480,2
5781,86942 32 40,GIRLS (STRAIT) PANT,550,0
5782,86943 32 40,GIRLS(BLACK)PANT,530,0
5783,86944 32 40,GIRLS (STRAIT) PANT,560,0
5784,86945 32 40,GIRLS(BLACK)PANT,0,0
5785,86946 32 40,GIRLS (CARGO) STRAIT,545,0
5786,86947 32 40,GIRLS (STRAIT) R.F.D,545,0
5787,86948 32 40,GIRLS (STRAIT) PANT,320,25
5788,86949 32 40,GIRLS (CARGO) STRAIT,545,0
5789,86950 32 40,GIRLS (CARGO) STRAIT,545,25
5790,86951 32 40,GIRLS (STRAIT) R.F.D,590,0
5791,86952 32 40,GIRLS (STRAIT) PANT,540,5
5792,86953 32 40,GIRLS (STRAIT) PANT,565,0
5793,86954 32 40,GIRLS (STRAIT) PANT,585,5
5794,86955 32 40,GIRLS (STRAIT) PANT,525,0
5795,86956 32 40,GIRLS(BLACK)PANT,460,0
5796,86957 32 40,GIRLS (STRAIT) R.F.D,465,10
5797,86958 32 40,GIRLS (STRAIT) PANT,390,0
5798,86959 32 40,GIRLS (CARGO) STRAIT,465,0
5799,86960 32 40,GIRLS (CARGO) STRAIT,390,0
5800,86961 32 40,GIRLS (STRAIT) PANT,550,0
5801,86962 32 40,GIRLS (STRAIT) PANT,510,0
5802,86963 32 40,GIRLS (BALL BOTTOM) PANT,490,30
5803,86964 32 40,GIRLS (STRAIT) PANT,495,0
5804,86965 36 40,GIRLS (STRAIT) PANT,445,18
5805,86966 32 40,GIRLS (STRAIT) R.F.D,495,0
5806,86967 32 40,GIRLS (WHITE)PANT,475,0
5807,86968 32 40,LADIES (STRAIT) PANT,380,0
5808,86969 32 40,GIRLS (STRAIT) R.F.D,495,0
5809,86970 36 40,GIRLS (STRAIT) PANT,470,0
5810,86971 32 40,GIRLS (STRAIT) R.F.D,555,0
5811,86972 32 40,GIRLS (CARGO) STRAIT,570,0
5812,86973 32 40,GIRLS (CARGO) STRAIT,570,0
5813,86974 36 40,GIRLS (STRAIT) PANT,595,-1
5814,86975 36 40,GIRLS (CARGO) STRAIT,545,0
5815,86976 32 40,GIRLS (STRAIT) PANT,530,16
5816,86977 32 40,GIRLS (STRAIT) PANT,320,0
5817,86978 32 40,GIRLS (CARGO) STRAIT,540,0
5818,86979 32 40,GIRLS (STRAIT) PANT,370,0
5819,86980 32 40,GIRLS(BLACK)PANT,505,0
5820,86981 32 40,GIRLS (CARGO) STRAIT,550,0
5821,86982 32 40,GIRLS (CARGO) STRAIT,575,0
5822,86983 32 40,GIRLS (STRAIT) PANT,505,0
5823,86984 32 40,GIRLS (STRAIT) PANT,0,0
5824,86985 32 40,GIRLS (STRAIT) PANT,485,0
5825,86986 32 40,GIRLS (STRAIT) PANT,490,0
5826,86987 36 40,GIRLS (STRAIT) R.F.D,620,0
5827,86988 32 40,GIRLS (STRAIT) PANT,455,0
5828,86989 32 40,GIRLS (STRAIT) PANT,0,0
5829,86990 32 40,GIRLS (STRAIT) R.F.D,520,0
5830,86991 32 40,GIRLS (STRAIT) PANT,505,0
5831,86992 36 40,GIRLS (STRAIT) PANT,475,3
5832,86993 36 40,GIRLS (STRAIT) PANT,465,0
5833,86994 36 40,GIRLS (STRAIT) PANT,395,0
5834,86995 32 40,GIRLS (STRAIT) PANT,435,0
5835,86996 32 40,GIRLS (STRAIT) R.F.D,480,13
5836,86997 32 40,GIRLS (STRAIT) R.F.D,380,0
5837,86998 36 40,GIRLS (STRAIT) R.F.D,565,-2
5838,86999 32 40,GIRLS (STRAIT) PANT,560,-1
5839,87000 32 40,GIRLS (CARGO) STRAIT,590,0
5840,87001 32 40,GIRLS (STRAIT) PANT,530,0
5841,87002 32 40,GIRLS (STRAIT) PANT,545,0
5842,87003 36 40,GIRLS(BLACK)PANT,470,0
5843,87004 32 40,GIRLS JEGGING,205,135
5844,87005 36 40,GIRLS (STRAIT) PANT,555,0
5845,87006 32 40,GIRLS (STRAIT) PANT,455,0
5846,87007 32 40,GIRLS (STRAIT) PANT,405,0
5847,87008 32 40,GIRLS (STRAIT) PANT,465,1
5848,87009 32 40,GIRLS (STRAIT) PANT,540,0
5849,87010 32 40,GIRLS (STRAIT) PANT,530,0
5850,87011 32 40,GIRLS (STRAIT) PANT,565,0
5851,87012 32 40,GIRLS (STRAIT) PANT,555,0
5852,87013 32 40,GIRLS (STRAIT) PANT,580,0
5853,87014 32 40,GIRLS (STRAIT) PANT,385,0
5854,87015 32 40,GIRLS (STRAIT) PANT,410,0
5855,87016 32 40,GIRLS (CARGO) STRAIT,385,0
5856,87017 32 40,GIRLS (STRAIT) PANT,440,0
5857,87018 32 40,GIRLS (STRAIT) PANT,395,0
5858,87019 32 40,GIRLS (STRAIT) PANT,385,0
5859,87020 32 40,GIRLS (CARGO) STRAIT,605,0
5860,87021 32 40,GIRLS (STRAIT) PANT,580,0
5861,87022 36 40,GIRLS (STRAIT) PANT,540,10
5862,87023 32 40,GIRLS (WHITE)PANT,495,0
5863,87024 32 40,GIRLS (CARGO) STRAIT,425,15
5864,87025 32 40,GIRLS (CARGO) STRAIT,410,0
5865,87026 32 40,GIRLS (STRAIT) PANT,575,10
5866,87027 36 40,GIRLS (STRAIT) PANT,430,1
5867,87028 36 40,GIRLS (STRAIT) PANT,455,0
5868,87029 32 40,GIRLS (STRAIT) PANT,410,-5
5869,87030 32 40,GIRLS (STRAIT) PANT,510,0
5870,87031 36 40,GIRLS (STRAIT) PANT,540,0
5871,87032 32 40,GIRLS (STRAIT) PANT,565,0
5872,87033 32 40,GIRLS(BLACK)PANT,495,0
5873,87034 32 40,GIRLS(BLACK)PANT,575,0
5874,87035 36 40,GIRLS(BLACK)PANT,440,0
5875,87036 32 40,GIRLS (STRAIT) PANT,400,0
5876,87037 32 40,GIRLS (STRAIT) R.F.D,530,2
5877,87038 32 40,GIRLS (STRAIT) PANT,540,0
5878,87039 32 40,GIRLS (STRAIT) PANT,530,0
5879,87040 32 40,GIRLS (STRAIT) PANT,405,0
5880,87041 32 40,GIRLS (STRAIT) PANT,570,0
5881,87042 32 40,GIRLS (STRAIT) R.F.D,530,1
5882,87043 32 40,GIRLS (STRAIT) PANT,440,0
5883,87044 32 40,GIRLS (STRAIT) PANT,440,6
5884,87045 32 40,GIRLS (STRAIT) PANT,440,20
5885,87046 32 40,GIRLS (STRAIT) PANT,440,1
5886,87047 32 40,GIRLS (STRAIT) PANT,435,30
5887,87048 32 40,GIRLS (STRAIT) PANT,435,0
5888,87049 32 40,GIRLS (STRAIT) PANT,505,0
5889,87050 32 40,GIRLS (STRAIT) PANT,470,25
5890,87051 32 40,GIRLS (STRAIT) PANT,565,0
5891,87052 36 40,GIRLS (STRAIT) PANT,540,18
5892,87053 36 40,GIRLS (STRAIT) PANT,540,3
5893,87054 32 40,GIRLS (STRAIT) PANT,450,0
5894,87055 32 40,GIRLS (STRAIT) R.F.D,590,6
5895,87056 32 40,GIRLS (STRAIT) PANT,510,35
5896,87057 32 40,GIRLS (STRAIT) PANT,575,0
5897,87058 32 40,GIRLS (STRAIT) PANT,535,5
5898,87059 32 40,GIRLS (STRAIT) PANT,530,16
5899,87060 32 40,GIRLS (STRAIT) PANT,550,35
5900,87061 32 40,GIRLS (STRAIT) PANT,550,35
5901,87062 36 40,GIRLS (CARGO) STRAIT,515,45
5902,87063 32 40,GIRLS (STRAIT) PANT,540,0
5903,87064 32 40,GIRLS (CARGO) STRAIT,545,0
5904,87065 32 40,GIRLS (STRAIT) PANT,540,0
5905,87066 32 40,GIRLS (STRAIT) PANT,545,0
5906,87067 36 40,GIRLS (STRAIT) PANT,455,10
5907,87068 36 40,GIRLS(BLACK)PANT,525,25
5908,87069 32 40,GIRLS (CARGO) STRAIT,565,0
5909,87070 32 40,GIRLS (STRAIT) R.F.D,615,25
5910,87071 32 40,GIRLS (STRAIT) PANT,445,0
5911,87072 32 40,GIRLS (CARGO) STRAIT,485,0
5912,87073 32 40,GIRLS (CARGO) STRAIT,505,35
5913,87074 32 40,GIRLS (STRAIT) PANT,405,0
5914,87075 32 40,GIRLS (STRAIT) PANT,475,0
5915,87076 32 40,GIRLS (STRAIT) PANT,455,0
5916,87077 32 40,GIRLS(BLACK)PANT,425,5
5917,87078 32 40,GIRLS (STRAIT) PANT,435,0
5918,87079 36 40,GIRLS (STRAIT) PANT,435,0
5919,87080 32 40,GIRLS (STRAIT) PANT,475,0
5920,87081 32 40,GIRLS (STRAIT) PANT,0,0
5921,87082 32 40,GIRLS (STRAIT) PANT,375,0
5922,87083 32 40,GIRLS (CARGO) STRAIT,540,0
5923,87084 36 40,GIRLS(BLACK)PANT,385,0
5924,87085 36 40,GIRLS (STRAIT) PANT,405,0
5925,87086 36 40,GIRLS (STRAIT) PANT,455,50
5926,87087 32 40,GIRLS(BLACK)PANT,460,10
5927,87088 32 40,GIRLS (STRAIT) PANT,550,0
5928,87089 32 40,GIRLS (STRAIT) PANT,515,10
5929,87090 32 40,GIRLS (STRAIT) PANT,515,15
5930,87091 32 40,GIRLS (STRAIT) PANT,545,10
5931,87092 32 36,PAJAMA,300,90
5932,87093 32 40,GIRLS (STRAIT) PANT,515,0
5933,87094 32 40,GIRLS(BLACK)PANT,455,26
5934,87095 32 40,GIRLS (CARGO) STRAIT,555,0
5935,87096 32 40,GIRLS(BLACK)PANT,455,30
5936,87097 32 40,GIRLS (STRAIT) R.F.D,485,15
5937,87098 32 40,GIRLS (STRAIT) PANT,525,2
5938,87099 32 40,GIRLS (CARGO) STRAIT,575,0
5939,87100 32 40,GIRLS (CARGO) STRAIT,620,25
5940,87101 32 40,GIRLS (CARGO) STRAIT,535,0
5941,87102 32 40,GIRLS (CARGO) STRAIT,515,19
5942,87103 36 40,GIRLS (STRAIT) PANT,425,0
5943,87104 32 40,GIRLS (STRAIT) R.F.D,530,75
5944,87105 36 40,GIRLS (STRAIT) R.F.D,550,40
5945,87106 32 40,GIRLS(BLACK)PANT,495,4
5946,87107 32 40,GIRLS (STRAIT) PANT,425,90
5947,87108 32 40,GIRLS (WHITE)PANT,455,25
5948,87109 32 40,GIRLS (WHITE)PANT,485,10
5949,87110 32 40,GIRLS (WHITE)PANT,445,40
5950,87111 32 40,GIRLS (WHITE)PANT,0,0
5951,87112 32 40,PAJAMA,235,0
5952,87113 32 40,GIRLS JEGGING,335,0
5953,87114 32 40,GIRLS JEGGING,335,0
5954,87115 32 40,GIRLS(BLACK)PANT,425,-2
5955,87116 32 40,GIRLS (BALL BOTTOM) PANT,495,25
5956,87117 32 40,GIRLS (WHITE)PANT,515,34
5957,87118 32 40,GIRLS (WHITE)PANT,540,25
5958,87119 32 40,GIRLS (STRAIT) R.F.D,530,35
5959,87120 36 40,GIRLS WIDE LEG,505,11
5960,87121 32 40,GIRLS (CARGO) STRAIT,575,0
5961,87122 32 40,GIRLS (STRAIT) R.F.D,540,20
5962,87123 36 40,GIRLS WIDE LEG,450,20
5963,87124 32 40,GIRLS (STRAIT) R.F.D,635,35
5964,87125 32 40,GIRLS (STRAIT) PANT,575,0
5965,87126 32 40,GIRLS (STRAIT) PANT,0,0
5966,87127 36 40,GIRLS (CARGO) STRAIT,545,16
5967,87128 32 40,GIRLS (STRAIT) PANT,405,2
5968,87129 32 36,PAJAMA,240,9
5969,87130 32 40,GIRLS (STRAIT) PANT,620,0
5970,87131 32 40,GIRLS (STRAIT) PANT,530,-1
5971,87132 32 40,GIRLS (STRAIT) PANT,550,10
5972,87133 32 40,GIRLS (STRAIT) PANT,550,0
5973,87134 32 40,GIRLS(BLACK)PANT,470,2
5974,87135 32 40,GIRLS(BLACK)PANT,455,10
5975,87136 32 40,GIRLS(BLACK)PANT,480,15
5976,87137 32 40,GIRLS (STRAIT) PANT,320,268
5977,87138 32 40,GIRLS (STRAIT) PANT,320,55
5978,87139 32 40,GIRLS (STRAIT) PANT,585,0
5979,87140 32 40,GIRLS (STRAIT) PANT,480,0
5980,87141 32 36,LOWER,295,36
5981,87142 32 40,GIRLS (STRAIT) PANT,530,25
5982,87143 32 40,GIRLS (STRAIT) PANT,530,20
5983,87144 32 40,GIRLS (STRAIT) PANT,550,0
5984,87145 32 40,GIRLS (STRAIT) PANT,525,10
5985,87146 32 40,GIRLS (STRAIT) R.F.D,565,35
5986,87147 32 40,GIRLS (STRAIT) R.F.D,575,67
5987,87148 32 40,GIRLS (STRAIT) PANT,530,15
5988,87149 32 40,GIRLS (STRAIT) PANT,450,0
5989,87150 32 40,GIRLS (STRAIT) PANT,425,0
5990,87151 32 40,GIRLS (STRAIT) PANT,435,0
5991,87152 32 40,LADIES (STRAIT) PANT,545,0
5992,87153 32 40,GIRLS (STRAIT) PANT,540,0
5993,87154 32 40,GIRLS (STRAIT) PANT,520,30
5994,87155 32 40,GIRLS (STRAIT) PANT,550,72
5995,87156 32 40,GIRLS (STRAIT) PANT,550,52
5996,87157 32 40,GIRLS WIDE LEG,455,4
5997,87158 32 40,GIRLS(BLACK)PANT,430,37
5998,87159 32 40,GIRLS (STRAIT) PANT,485,2
5999,87160 36 40,GIRLS (STRAIT) R.F.D,530,80
6000,87161 32 40,GIRLS (STRAIT) PANT,445,20
6001,87162 32 40,GIRLS (STRAIT) PANT,445,0
6002,87163 32 40,GIRLS (CARGO) STRAIT,495,30
6003,87164 32 40,GIRLS (STRAIT) PANT,515,0
6004,87165 32 40,GIRLS (STRAIT) PANT,580,0
6005,87166 32 40,GIRLS (STRAIT) R.F.D,530,20
6006,87167 32 40,GIRLS (STRAIT) PANT,440,55
6007,87168 32 40,GIRLS (STRAIT) PANT,550,32
6008,87169 32 40,GIRLS (STRAIT) PANT,470,36
6009,87170 32 40,GIRLS (STRAIT) PANT,550,0
6010,87171 32 40,GIRLS (STRAIT) PANT,530,20
6011,87172 32 40,GIRLS (DENIM) PANT,550,9
6012,87173 32 40,GIRLS (DENIM) PANT,550,55
6013,87174 32 40,GIRLS (DENIM) PANT,550,45
6014,87175 32 40,GIRLS (DENIM) PANT,585,50
6015,87176 32 40,GIRLS (STRAIT) PANT,455,29
6016,87177 32 40,GIRLS (CARGO) STRAIT,545,55
6017,87178 32 40,GIRLS (STRAIT) PANT,435,40
6018,87179 36 40,GIRLS (STRAIT) PANT,475,29
6019,87180 32 40,GIRLS (STRAIT) PANT,530,40
6020,87181 36 40,GIRLS (STRAIT) PANT,550,29
6021,87182 32 40,GIRLS (STRAIT) PANT,435,39
6022,87183 32 40,GIRLS (STRAIT) PANT,460,41
6023,87184 40,GIRLS (STRAIT) PANT,555,0
6024,87185 32 40,GIRLS(BLACK)PANT,555,25
6025,87186 32 40,GIRLS (STRAIT) PANT,395,79
6026,87187 32 40,GIRLS (STRAIT) PANT,320,310
6027,87188 32 40,GIRLS (STRAIT) PANT,320,230
6028,87189 32 40,GIRLS (STRAIT) PANT,425,64
6029,87190 32 40,GIRLS (STRAIT) PANT,375,240
6030,87191 32 40,GIRLS (STRAIT) PANT,540,30
6031,87192 32 40,GIRLS (STRAIT) PANT,530,35
6032,87193 32 40,GIRLS (STRAIT) PANT,440,70
6033,87194 32 40,GIRLS (STRAIT) PANT,475,0
6034,87195 32 40,GIRLS (STRAIT) PANT,0,0
6035,87196 36 40,GIRLS (STRAIT) PANT,440,-30
6036,87197 32 40,GIRLS (STRAIT) PANT,435,-31
6037,87198 32 40,GIRLS (STRAIT) PANT,565,0
6038,87199 32 40,GIRLS (STRAIT) PANT,570,-3
6039,8901 XL 3XL,GENTS JACKETS,1575,1
6040,901(633) 24 34,PANT TOP,915,0
6041,902(633) 16 22,PANT TOP,825,0
6042,902(633) 24 34,PANT TOP,915,0
6043,903(633) 16 22,PANT TOP,825,0
6044,903(633) 24 34,PANT TOP,915,0
6045,904(633) 24 34,GIRLS SET (L),915,6
6046,905(633) 24 34,PANT TOP,915,0
6047,90523 20 26,GIRLS SET (L),295,0
6048,906(633) 24 34,PANT TOP,915,0
6049,908(633) 16 22,PANT TOP,825,8
6050,908(633) 24 34,GIRLS SET (L),915,0
6051,90839 20 26,GIRLS SET (L),500,0
6052,90872 20 30,GIRLS SET (L),475,0
6053,90884 16 22,GIRLS SET (L),450,0
6054,90886 16 22,GIRLS SET (L),410,0
6055,90890 20 26,GIRLS SET (L),515,0
6056,909(633) 16 22,PANT TOP,780,12
6057,909(633) 24 34,PANT TOP,870,18
6058,910(633) 16 22,PANT TOP,910,8
6059,910(633) 24 34,PANT TOP,1055,6
6060,91028 28 38,GIRLS SET (L),500,0
6061,91200 16 20,GIRLS SET (L),415,0
6062,91258 18 22,GIRLS SET (L),660,2
6063,91259 18 22,GIRLS SET (L),660,2
6064,91277 28 38,GIRLS SET (L),650,0
6065,91284 24 28,GIRLS SET (L),660,3
6066,913(633) 16 22,PANT TOP,825,0
6067,913(633) 24 34,GIRLS SET (L),915,0
6068,91335 28 38,GIRLS SET (L),450,0
6069,9135 30 38,GENTS PANT,625,-1
6070,9138 28 36,GENTS PANT,620,-1
6071,91381 24 34,GIRLS SET (L),425,0
6072,914(633) 16 22,GIRLS SET (L),825,0
6073,914(633) 24 34,GIRLS SET (L),915,0
6074,91424 24 38,GIRLS SET (L),620,6
6075,915(633) 24 34,PANT TOP,780,0
6076,91558 28 38,GIRLS SET (L),525,0
6077,916(633) 16 22,GIRLS SET (L),870,0
6078,916(633) 24 34,GIRLS SET (L),960,0
6079,91642 28 38,GIRLS SET (L),880,0
6080,9165 32 40,GENTS PANT,645,1
6081,91679 20 26,GIRLS SET (L),510,0
6082,917(633) 16 22,PANT TOP,825,0
6083,917(633) 24 34,PANT TOP,915,0
6084,91750 28 38,GIRLS SET (L),750,0
6085,918(633) 16 22,GIRLS SET (L),870,0
6086,918(633) 24 34,GIRLS SET (L),960,0
6087,919(633) 16 22,GIRLS SET (L),870,0
6088,919(633) 24 34,GIRLS SET (L),960,0
6089,92123 28 38,GIRLS SET (L),610,0
6090,92164 24 34,GIRLS SET (L),605,0
6091,92190 16 22,GIRLS SET (L),445,0
6092,92216 28 38,GIRLS SET (L),785,0
6093,92217 28 38,GIRLS SET (L),780,0
6094,92326 28 38,GIRLS SET (L),650,0
6095,92344 28 38,GIRLS SET (L),950,3
6096,92378 XL,GIRLS SET (L),1275,7
6097,92928 28 38,GIRLS SET (L),1250,6
6098,93021 30 40,GIRLS SET (L),1095,19
6099,93186 30 40,GIRLS SET (L),1095,12
6100,93203 30 40,GIRLS SET (L),1050,6
6101,9326 16 22,MIDDY,825,0
6102,93270 36 40,GIRLS SET (L),1295,5
6103,93465 30 40,GIRLS SET (L),1195,6
6104,93565 30 40,GIRLS SET (L),1295,12
6105,93567 20 30,GIRLS SET (L),1150,18
6106,93589 30 40,GIRLS SET (L),1395,12
6107,93661 24 34,GIRLS SET (L),650,1
6108,93711 20 30,GIRLS SET (L),955,6
6109,93717 18 28,GIRLS SET (L),775,0
6110,93718 24 34,GIRLS SET (L),905,6
6111,93780 20 30,GIRLS SET (L),775,0
6112,93838 30 40,GIRLS SET (L),1450,6
6113,93840 22 28,GIRLS SET (L),695,0
6114,93857 18 22,GIRLS SET (L),860,-3
6115,93865 22 28,GIRLS SET (L),695,0
6116,93865 24 34,GIRLS SET (L),1295,0
6117,93867 18 28,GIRLS SET (L),1370,0
6118,93867 30 40,GIRLS SET (L),1575,0
6119,93869 16 26,GIRLS SET (L),815,0
6120,93893 36 40,GIRLS SET (L),1395,3
6121,93906 16 32,GIRLS SET (L),610,0
6122,93915 24 34,GIRLS SET (L),755,0
6123,93916 34 40,GIRLS SET (L),1030,4
6124,93940 24 34,GIRLS SET (L),695,0
6125,93948 36 40,GIRLS SET (L),1050,0
6126,93950 36 40,GIRLS SET (L),845,0
6127,93952 36 40,GIRLS SET (L),845,0
6128,93956 24 34,GIRLS SET (L),835,-6
6129,93959 24 34,GIRLS SET (L),750,0
6130,93966 36 40,GIRLS SET (L),1395,0
6131,93967 16 26,GIRLS SET (L),845,0
6132,93971 16 26,GIRLS SET (L),845,0
6133,93974 18 28,GIRLS SET (L),895,-5
6134,93978 18 28,GIRLS SET (L),1095,0
6135,93980 36 40,GIRLS SET (L),1635,3
6136,93984 30 40,GIRLS SET (L),1345,0
6137,93991 24 34,GIRLS SET (L),1395,-6
6138,93991 36 40,GIRLS SET (L),1495,-3
6139,93992 18 28,GIRLS SET (L),1140,1
6140,93992 30 40,GIRLS SET (L),1370,11
6141,93999 24 34,GIRLS SET (L),915,0
6142,94002 36 40,GIRLS SET (L),1045,0
6143,94007 (ALLOVER) 18 28,GIRLS SET (L),1690,0
6144,94007 (ALLOVER) 30 40,GIRLS SET (L),1985,0
6145,94008 16 22,GIRLS SET (L),1160,0
6146,94008 36 40,GIRLS SET (L),1690,0
6147,94028 18 28,GIRLS SET (L),935,6
6148,94028 30 40,GIRLS SET (L),1190,-6
6149,94030(5002) 20 30,GIRLS SET (L),1040,0
6150,94031 (5003) 20 30,GIRLS SET (L),1095,0
6151,94038 (5010) 32 40,GIRLS SET (L),1370,0
6152,94047 34 40,GIRLS SET (L),990,-4
6153,94052 24 34,GIRLS SET (L),965,0
6154,94057 (5017) 20 30,GIRLS SET (L),1020,6
6155,94057 (5017) 22 32,GIRLS SET (L),985,0
6156,94058(5018) 32 40,GIRLS SET (L),1315,0
6157,94059 (5007) 20 30,GIRLS SET (L),1040,0
6158,94060 34 40,GIRLS SET (L),980,0
6159,94063 (5019) 20 30,GIRLS SET (L),1150,0
6160,94063 (5019) 32 40,GIRLS SET (L),1370,0
6161,94064 (5020) 20 30,GIRLS SET (L),1040,0
6162,94064 (5020) 32 40,GIRLS SET (L),1260,0
6163,94071 (5012) 30 40,GIRLS SET (L),1100,0
6164,94074 (5025) 20 30,GIRLS SET (L),1020,-1
6165,94077 18 28,GIRLS SET (L),995,4
6166,94077 30 40,GIRLS SET (L),1150,10
6167,94078 (5026) 20 30,GIRLS SET (L),1020,0
6168,94081 24 34,GIRLS SET (L),1030,0
6169,94082 24 34,GIRLS SET (L),995,0
6170,94082 36 40,GIRLS SET (L),1090,0
6171,94083 24 34,GIRLS SET (L),975,0
6172,94083 36 40,GIRLS SET (L),1075,0
6173,94084 24 34,GIRLS SET (L),795,0
6174,94084 36 40,GIRLS SET (L),895,-3
6175,94086 36 40,GIRLS SET (L),965,-3
6176,94089 24 34,GIRLS SET (L),795,0
6177,94090(504 16 26,GIRLS SET (L),960,0
6178,94091 24 34,GIRLS SET (L),1115,0
6179,94092,GIRLS SET (L),1170,0
6180,94093,GIRLS SET (L),0,0
6181,94093 24 34,GIRLS SET (L),1145,0
6182,94094,GIRLS SET (L),0,0
6183,94094 24 34,GIRLS SET (L),1030,0
6184,94095 24 34,GIRLS SET (L),1030,0
